2.469100e-02 0.000000e+00
2.246910e-01 -4.183421e-05
4.246910e-01 -8.338680e-05
6.246910e-01 -1.252196e-04
8.246910e-01 -1.655882e-04
1.024691e+00 -2.074178e-04
1.224691e+00 -2.489638e-04
1.424691e+00 -2.907883e-04
1.624691e+00 -3.323283e-04
1.824691e+00 -3.741457e-04
2.024691e+00 -4.147773e-04
2.224691e+00 -4.563047e-04
2.424691e+00 -4.981081e-04
2.624691e+00 -5.396247e-04
2.824691e+00 -5.814164e-04
3.024691e+00 -6.229205e-04
3.224691e+00 -6.635171e-04
3.424691e+00 -7.050066e-04
3.624691e+00 -7.467694e-04
3.824691e+00 -7.885238e-04
4.024691e+00 -8.299881e-04
4.224691e+00 -1.044167e-03
4.424691e+00 -1.229699e-03
4.624691e+00 -1.370661e-03
4.824691e+00 -1.448765e-03
5.024691e+00 -1.454607e-03
5.224691e+00 -1.396099e-03
5.424691e+00 -1.283457e-03
5.624691e+00 -1.117956e-03
5.824691e+00 -8.875039e-04
6.024691e+00 -5.689982e-04
6.224691e+00 -1.566748e-04
6.424691e+00 3.301540e-04
6.624691e+00 8.561185e-04
6.824691e+00 1.403542e-03
7.024691e+00 1.975451e-03
7.224691e+00 2.578283e-03
7.424691e+00 3.193474e-03
7.624691e+00 3.787426e-03
7.824691e+00 4.325193e-03
8.024691e+00 4.794855e-03
8.224691e+00 5.207566e-03
8.424691e+00 5.601720e-03
8.624691e+00 6.018409e-03
8.824691e+00 6.492818e-03
9.024691e+00 7.037681e-03
9.224691e+00 7.649306e-03
9.424691e+00 8.316743e-03
9.624691e+00 9.049692e-03
9.824691e+00 9.837942e-03
1.002469e+01 1.064438e-02
1.022469e+01 1.142280e-02
1.042469e+01 1.215998e-02
1.062469e+01 1.286409e-02
1.082469e+01 1.353405e-02
1.102469e+01 1.417400e-02
1.122469e+01 1.481259e-02
1.142469e+01 1.548396e-02
1.162469e+01 1.619619e-02
1.182469e+01 1.694484e-02
1.202469e+01 1.772585e-02
1.222469e+01 1.853469e-02
1.242469e+01 1.936588e-02
1.262469e+01 2.018959e-02
1.282469e+01 2.097930e-02
1.302469e+01 2.174389e-02
1.322469e+01 2.253718e-02
1.342469e+01 2.337755e-02
1.362469e+01 2.423851e-02
1.382469e+01 2.510686e-02
1.402469e+01 2.600947e-02
1.422469e+01 2.696839e-02
1.442469e+01 2.793298e-02
1.462469e+01 2.884245e-02
1.482469e+01 2.971657e-02
1.502469e+01 3.062886e-02
1.522469e+01 3.159116e-02
1.542469e+01 3.252571e-02
1.562469e+01 3.335490e-02
1.582469e+01 3.408518e-02
1.602469e+01 3.476910e-02
1.622469e+01 3.544449e-02
1.642469e+01 3.614693e-02
1.662469e+01 3.691025e-02
1.682469e+01 3.772366e-02
1.702469e+01 3.849139e-02
1.722469e+01 3.910990e-02
1.742469e+01 3.958111e-02
1.762469e+01 4.003539e-02
1.782469e+01 4.059597e-02
1.802469e+01 4.120678e-02
1.822469e+01 4.166984e-02
1.842469e+01 4.189506e-02
1.862469e+01 4.201134e-02
1.882469e+01 4.222729e-02
1.902469e+01 4.261258e-02
1.922469e+01 4.305226e-02
1.942469e+01 4.339976e-02
1.962469e+01 4.361179e-02
1.982469e+01 4.374995e-02
2.002469e+01 4.386661e-02
2.022469e+01 4.394546e-02
2.042469e+01 4.395677e-02
2.062469e+01 4.394103e-02
2.082469e+01 4.394209e-02
2.102469e+01 4.396067e-02
2.122469e+01 4.396499e-02
2.142469e+01 4.393235e-02
2.162469e+01 4.385218e-02
2.182469e+01 4.372156e-02
2.202469e+01 4.355564e-02
2.222469e+01 4.337604e-02
2.242469e+01 4.319613e-02
2.262469e+01 4.299213e-02
2.282469e+01 4.276380e-02
2.302469e+01 4.250772e-02
2.322469e+01 4.220641e-02
2.342469e+01 4.180627e-02
2.362469e+01 4.130674e-02
2.382469e+01 4.076242e-02
2.402469e+01 4.027568e-02
2.422469e+01 3.989881e-02
2.442469e+01 3.958803e-02
2.462469e+01 3.922534e-02
2.482469e+01 3.877542e-02
2.502469e+01 3.830722e-02
2.522469e+01 3.787288e-02
2.542469e+01 3.740593e-02
2.562469e+01 3.682023e-02
2.582469e+01 3.613802e-02
2.602469e+01 3.548789e-02
2.622469e+01 3.496281e-02
2.642469e+01 3.454225e-02
2.662469e+01 3.413057e-02
2.682469e+01 3.365950e-02
2.702469e+01 3.314487e-02
2.722469e+01 3.259526e-02
2.742469e+01 3.199469e-02
2.762469e+01 3.135833e-02
2.782469e+01 3.075577e-02
2.802469e+01 3.024936e-02
2.822469e+01 2.980701e-02
2.842469e+01 2.938318e-02
2.862469e+01 2.894629e-02
2.882469e+01 2.847314e-02
2.902469e+01 2.795842e-02
2.922469e+01 2.744686e-02
2.942469e+01 2.699287e-02
2.962469e+01 2.656452e-02
2.982469e+01 2.608810e-02
3.002469e+01 2.557320e-02
3.022469e+01 2.509583e-02
3.042469e+01 2.467588e-02
3.062469e+01 2.425400e-02
3.082469e+01 2.379699e-02
3.102469e+01 2.333194e-02
3.122469e+01 2.287329e-02
3.142469e+01 2.241292e-02
3.162469e+01 2.197139e-02
3.182469e+01 2.159164e-02
3.202469e+01 2.126444e-02
3.222469e+01 2.092828e-02
3.242469e+01 2.053192e-02
3.262469e+01 2.007854e-02
3.282469e+01 1.958207e-02
3.302469e+01 1.905870e-02
3.322469e+01 1.856320e-02
3.342469e+01 1.817965e-02
3.362469e+01 1.793596e-02
3.382469e+01 1.772888e-02
3.402469e+01 1.742683e-02
3.422469e+01 1.703624e-02
3.442469e+01 1.669401e-02
3.462469e+01 1.647009e-02
3.482469e+01 1.627639e-02
3.502469e+01 1.600582e-02
3.522469e+01 1.566838e-02
3.542469e+01 1.530864e-02
3.562469e+01 1.492480e-02
3.582469e+01 1.452469e-02
3.602469e+01 1.417707e-02
3.622469e+01 1.391677e-02
3.642469e+01 1.368267e-02
3.662469e+01 1.341973e-02
3.682469e+01 1.316105e-02
3.702469e+01 1.295609e-02
3.722469e+01 1.277760e-02
3.742469e+01 1.255987e-02
3.762469e+01 1.229805e-02
3.782469e+01 1.203978e-02
3.802469e+01 1.180601e-02
3.822469e+01 1.157626e-02
3.842469e+01 1.132219e-02
3.862469e+01 1.107548e-02
3.882469e+01 1.087000e-02
3.902469e+01 1.070557e-02
3.922469e+01 1.052637e-02
3.942469e+01 1.031057e-02
3.962469e+01 1.010572e-02
3.982469e+01 9.966967e-03
4.002469e+01 9.887206e-03
4.022469e+01 9.792601e-03
4.042469e+01 9.595174e-03
4.062469e+01 9.300561e-03
4.082469e+01 9.005941e-03
4.102469e+01 8.836673e-03
4.122469e+01 8.799218e-03
4.142469e+01 8.806005e-03
4.162469e+01 8.744200e-03
4.182469e+01 8.570228e-03
4.202469e+01 8.321579e-03
4.222469e+01 8.084846e-03
4.242469e+01 7.945405e-03
4.262469e+01 7.887339e-03
4.282469e+01 7.800879e-03
4.302469e+01 7.623100e-03
4.322469e+01 7.412868e-03
4.342469e+01 7.268883e-03
4.362469e+01 7.215059e-03
4.382469e+01 7.197923e-03
4.402469e+01 7.175802e-03
4.422469e+01 7.129781e-03
4.442469e+01 7.035882e-03
4.462469e+01 6.897394e-03
4.482469e+01 6.770395e-03
4.502469e+01 6.692765e-03
4.522469e+01 6.636247e-03
4.542469e+01 6.545691e-03
4.562469e+01 6.449282e-03
4.582469e+01 6.366861e-03
4.602469e+01 6.292189e-03
4.622469e+01 6.238105e-03
4.642469e+01 6.231485e-03
4.662469e+01 6.256991e-03
4.682469e+01 6.227428e-03
4.702469e+01 6.101536e-03
4.722469e+01 5.923251e-03
4.742469e+01 5.757385e-03
4.762469e+01 5.622599e-03
4.782469e+01 5.518140e-03
4.802469e+01 5.435841e-03
