 0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
 2.999999999995E-001  3.798085132506E-005  8.586404154330E-006
 6.999999999992E-001  9.495117926359E-005  2.146618633490E-005
 1.099999999999E+000  1.455891749919E-004  3.291530723103E-005
 1.499999999998E+000  1.417897595131E-004  1.187369550047E-004
 1.899999999998E+000  1.266496268627E-005  5.392947462426E-004
 2.299999999998E+000  0.000000000000E+000  2.624855122730E-003
 2.699999999997E+000  0.000000000000E+000  1.012898498057E-002
 3.099999999997E+000  0.000000000000E+000  2.095594249122E-002
 3.499999999997E+000  0.000000000000E+000  2.604216012216E-002
 3.899999999996E+000  0.000000000000E+000  2.637003785649E-002
 4.299999999996E+000  1.454442974004E-004  2.593929567084E-002
 4.699999999996E+000  1.392867930780E-003  2.612265368814E-002
 5.099999999995E+000  2.602978079825E-003  2.871180977128E-002
 5.499999999995E+000  2.769759354033E-003  3.580814801720E-002
 5.899999999994E+000  1.703191776701E-003  4.694827681037E-002
 6.299999999994E+000  9.989584402357E-004  5.719957292129E-002
 6.699999999994E+000  2.607934960603E-003  6.093310071524E-002
 7.099999999993E+000  6.149374565309E-003  6.005089149346E-002
 7.499999999993E+000  8.638954621493E-003  6.587184677478E-002
 7.899999999993E+000  9.053750627527E-003  8.445132055945E-002
 8.299999999992E+000  9.904045027375E-003  1.101942643664E-001
 8.699999999992E+000  1.285889426693E-002  1.378799910849E-001
 9.099999999992E+000  1.590192541460E-002  1.703196770511E-001
 9.499999999991E+000  1.626342812036E-002  2.096194180875E-001
 9.899999999990E+000  1.421379820065E-002  2.456118187245E-001
 1.029999999999E+001  1.219821632004E-002  2.622806257298E-001
 1.069999999999E+001  1.233388503629E-002  2.526154593362E-001
 1.109999999999E+001  1.601054111455E-002  2.195983706018E-001
 1.149999999999E+001  2.115826217503E-002  1.802834162626E-001
 1.189999999999E+001  2.329713314477E-002  1.573526305533E-001
 1.229999999999E+001  2.119418024853E-002  1.564139435237E-001
 1.269999999999E+001  1.791381298815E-002  1.635812620430E-001
 1.309999999999E+001  1.797456251324E-002  1.607207921826E-001
 1.349999999999E+001  2.623778284717E-002  1.366910594534E-001
 1.389999999999E+001  4.933303236339E-002  8.442106518244E-002
 1.429999999999E+001  9.653841169183E-002 -8.865027084574E-003
 1.469999999999E+001  1.638748479133E-001 -1.316231082180E-001
 1.509999999999E+001  2.041933384362E-001 -1.838415024316E-001
 1.549999999999E+001  1.727148856095E-001 -9.049858058692E-002
 1.589999999999E+001  1.079899543737E-001  3.374835428859E-002
 1.629999999998E+001  6.366561308933E-002  8.286095013368E-002
 1.669999999998E+001  4.509745853232E-002  7.830886232724E-002
 1.709999999998E+001  3.862470554496E-002  6.372050632409E-002
 1.749999999998E+001  3.458932442924E-002  5.526348593502E-002
 1.789999999998E+001  3.019721023426E-002  4.999477608636E-002
 1.829999999998E+001  2.646246048929E-002  4.261892502386E-002
 1.869999999998E+001  2.384293361048E-002  3.502064879548E-002
 1.909999999998E+001  2.112009933226E-002  3.325519405480E-002
 1.949999999998E+001  1.725078366991E-002  3.952575208083E-002
 1.989999999998E+001  1.405294384776E-002  4.438795572073E-002
 2.029999999998E+001  1.367900372482E-002  3.820317301624E-002
 2.069999999998E+001  1.484917956724E-002  2.660026540121E-002
 2.109999999998E+001  1.478897450087E-002  2.135977019618E-002
 2.149999999998E+001  1.286473629307E-002  2.414624383546E-002
 2.189999999998E+001  1.063760349070E-002  2.770207014554E-002
 2.229999999998E+001  9.408345995801E-003  2.699083032514E-002
 2.269999999998E+001  9.331029571931E-003  2.206540549785E-002
 2.309999999998E+001  9.111056591115E-003  1.795630736925E-002
 2.349999999998E+001  7.837469195587E-003  1.918835936152E-002
 2.389999999998E+001  6.723818634501E-003  2.237331878643E-002
 2.429999999998E+001  6.825953388823E-003  2.169255643534E-002
 2.469999999998E+001  6.935789622483E-003  1.913350632167E-002
 2.509999999998E+001  5.965281417246E-003  1.982234508867E-002
