E,n,k,eps1,eps2,elf
73.4,0.95,0.03,0.91,0.06,0.07
73.5,0.96,0.03,0.91,0.06,0.07
73.6,0.96,0.03,0.91,0.06,0.07
73.7,0.96,0.03,0.91,0.06,0.07
73.8,0.96,0.03,0.91,0.06,0.07
73.9,0.96,0.03,0.91,0.06,0.07
74.0,0.96,0.03,0.91,0.06,0.07
74.1,0.96,0.03,0.91,0.06,0.07
74.2,0.96,0.03,0.91,0.06,0.07
74.3,0.96,0.03,0.91,0.06,0.07
74.4,0.96,0.03,0.91,0.06,0.07
74.5,0.96,0.03,0.91,0.06,0.07
74.6,0.96,0.03,0.91,0.06,0.07
74.7,0.96,0.03,0.91,0.06,0.07
74.8,0.96,0.03,0.91,0.06,0.07
74.9,0.96,0.03,0.91,0.06,0.07
75.0,0.96,0.03,0.91,0.06,0.07
75.1,0.96,0.03,0.91,0.06,0.07
75.2,0.96,0.03,0.91,0.06,0.07
75.3,0.96,0.03,0.91,0.06,0.07
75.4,0.96,0.03,0.91,0.06,0.07
75.5,0.96,0.03,0.91,0.06,0.07
75.6,0.96,0.03,0.91,0.06,0.07
75.7,0.96,0.03,0.92,0.06,0.07
75.8,0.96,0.03,0.92,0.05,0.07
75.9,0.96,0.03,0.92,0.05,0.07
76.0,0.96,0.03,0.92,0.05,0.06
76.1,0.96,0.03,0.92,0.05,0.06
76.2,0.96,0.03,0.92,0.05,0.06
76.3,0.96,0.03,0.92,0.05,0.06
76.4,0.96,0.03,0.92,0.05,0.06
76.5,0.96,0.03,0.92,0.05,0.06
76.6,0.96,0.03,0.92,0.05,0.06
76.7,0.96,0.03,0.92,0.05,0.06
76.8,0.96,0.03,0.92,0.05,0.06
76.9,0.96,0.03,0.92,0.05,0.06
77.0,0.96,0.03,0.92,0.05,0.06
77.1,0.96,0.03,0.92,0.05,0.06
77.2,0.96,0.03,0.92,0.05,0.06
77.3,0.96,0.03,0.92,0.05,0.06
77.4,0.96,0.03,0.92,0.05,0.06
77.5,0.96,0.03,0.92,0.05,0.06
77.6,0.96,0.03,0.92,0.05,0.06
77.7,0.96,0.03,0.92,0.05,0.06
77.8,0.96,0.03,0.92,0.05,0.06
77.9,0.96,0.03,0.92,0.05,0.06
78.0,0.96,0.03,0.92,0.05,0.06
78.1,0.96,0.03,0.92,0.05,0.06
78.2,0.96,0.03,0.92,0.05,0.06
78.3,0.96,0.03,0.92,0.05,0.06
78.4,0.96,0.03,0.92,0.05,0.06
78.5,0.96,0.03,0.92,0.05,0.06
78.6,0.96,0.03,0.92,0.05,0.06
78.7,0.96,0.03,0.92,0.05,0.06
78.8,0.96,0.03,0.92,0.05,0.06
78.9,0.96,0.03,0.92,0.05,0.06
79.0,0.96,0.03,0.92,0.05,0.06
79.1,0.96,0.03,0.92,0.05,0.06
79.2,0.96,0.02,0.92,0.05,0.06
79.3,0.96,0.02,0.92,0.05,0.06
79.4,0.96,0.02,0.92,0.05,0.06
79.5,0.96,0.02,0.92,0.05,0.06
79.6,0.96,0.02,0.92,0.05,0.06
79.7,0.96,0.02,0.92,0.05,0.06
79.8,0.96,0.02,0.92,0.05,0.05
79.9,0.96,0.02,0.92,0.05,0.05
80.0,0.96,0.02,0.92,0.05,0.05
80.1,0.96,0.02,0.92,0.05,0.05
80.2,0.96,0.02,0.92,0.05,0.05
80.3,0.96,0.02,0.92,0.05,0.05
80.4,0.96,0.02,0.92,0.05,0.05
80.5,0.96,0.02,0.92,0.05,0.05
80.6,0.96,0.02,0.92,0.05,0.05
80.7,0.96,0.02,0.92,0.05,0.05
80.8,0.96,0.02,0.92,0.05,0.05
80.9,0.96,0.02,0.92,0.04,0.05
81.0,0.96,0.02,0.92,0.04,0.05
81.1,0.96,0.02,0.92,0.04,0.05
81.2,0.96,0.02,0.92,0.04,0.05
81.3,0.96,0.02,0.92,0.04,0.05
81.4,0.96,0.02,0.92,0.04,0.05
81.5,0.96,0.02,0.92,0.04,0.05
81.6,0.96,0.02,0.93,0.04,0.05
81.7,0.96,0.02,0.93,0.04,0.05
81.8,0.96,0.02,0.93,0.04,0.05
81.9,0.96,0.02,0.93,0.04,0.05
82.0,0.96,0.02,0.93,0.04,0.05
82.1,0.96,0.02,0.93,0.04,0.05
82.2,0.96,0.02,0.93,0.04,0.05
82.3,0.96,0.02,0.93,0.04,0.05
82.4,0.96,0.02,0.93,0.04,0.05
82.5,0.96,0.02,0.93,0.04,0.05
82.6,0.96,0.02,0.93,0.04,0.05
82.7,0.96,0.02,0.93,0.04,0.05
82.8,0.96,0.02,0.93,0.04,0.05
82.9,0.96,0.02,0.93,0.04,0.05
83.0,0.96,0.02,0.93,0.04,0.05
83.1,0.96,0.02,0.93,0.04,0.05
83.2,0.96,0.02,0.93,0.04,0.05
83.3,0.96,0.02,0.93,0.04,0.05
83.4,0.96,0.02,0.93,0.04,0.05
83.5,0.96,0.02,0.93,0.04,0.05
83.6,0.96,0.02,0.93,0.04,0.05
83.7,0.96,0.02,0.93,0.04,0.05
83.8,0.96,0.02,0.93,0.04,0.05
83.9,0.96,0.02,0.93,0.04,0.05
84.0,0.96,0.02,0.93,0.04,0.05
84.1,0.96,0.02,0.93,0.04,0.05
84.2,0.96,0.02,0.93,0.04,0.05
84.3,0.96,0.02,0.93,0.04,0.05
84.4,0.96,0.02,0.93,0.04,0.05
84.5,0.96,0.02,0.93,0.04,0.05
84.6,0.96,0.02,0.93,0.04,0.05
84.7,0.96,0.02,0.93,0.04,0.05
84.8,0.96,0.02,0.93,0.04,0.05
84.9,0.96,0.02,0.93,0.04,0.04
85.0,0.96,0.02,0.93,0.04,0.04
85.1,0.96,0.02,0.93,0.04,0.04
85.2,0.96,0.02,0.93,0.04,0.04
85.3,0.96,0.02,0.93,0.04,0.04
85.4,0.97,0.02,0.93,0.04,0.04
85.5,0.97,0.02,0.93,0.04,0.04
85.6,0.97,0.02,0.93,0.04,0.04
85.7,0.97,0.02,0.93,0.04,0.04
85.8,0.97,0.02,0.93,0.04,0.04
85.9,0.97,0.02,0.93,0.04,0.04
86.0,0.97,0.02,0.93,0.04,0.04
86.1,0.97,0.02,0.93,0.04,0.04
86.2,0.97,0.02,0.93,0.04,0.04
86.3,0.97,0.02,0.93,0.04,0.04
86.4,0.97,0.02,0.93,0.04,0.04
86.5,0.97,0.02,0.93,0.04,0.04
86.6,0.97,0.02,0.93,0.04,0.04
86.7,0.97,0.02,0.93,0.04,0.04
86.8,0.97,0.02,0.93,0.04,0.04
86.9,0.97,0.02,0.93,0.04,0.04
87.0,0.97,0.02,0.93,0.04,0.04
87.1,0.97,0.02,0.93,0.04,0.04
87.2,0.97,0.02,0.93,0.04,0.04
87.3,0.97,0.02,0.93,0.04,0.04
87.4,0.97,0.02,0.93,0.04,0.04
87.5,0.97,0.02,0.93,0.04,0.04
87.6,0.97,0.02,0.93,0.04,0.04
87.7,0.97,0.02,0.93,0.04,0.04
87.8,0.97,0.02,0.93,0.04,0.04
87.9,0.97,0.02,0.93,0.04,0.04
88.0,0.97,0.02,0.93,0.03,0.04
88.1,0.97,0.02,0.93,0.03,0.04
88.2,0.97,0.02,0.93,0.03,0.04
88.3,0.97,0.02,0.93,0.03,0.04
88.4,0.97,0.02,0.94,0.03,0.04
88.5,0.97,0.02,0.94,0.03,0.04
88.6,0.97,0.02,0.94,0.03,0.04
88.7,0.97,0.02,0.94,0.03,0.04
88.8,0.97,0.02,0.94,0.03,0.04
88.9,0.97,0.02,0.94,0.03,0.04
89.0,0.97,0.02,0.94,0.03,0.04
89.1,0.97,0.02,0.94,0.03,0.04
89.2,0.97,0.02,0.94,0.03,0.04
89.3,0.97,0.02,0.94,0.03,0.04
89.4,0.97,0.02,0.94,0.03,0.04
89.5,0.97,0.02,0.94,0.03,0.04
89.6,0.97,0.02,0.94,0.03,0.04
89.7,0.97,0.02,0.94,0.03,0.04
89.8,0.97,0.02,0.94,0.03,0.04
89.9,0.97,0.02,0.94,0.03,0.04
90.0,0.97,0.02,0.94,0.03,0.04
90.1,0.97,0.02,0.94,0.03,0.04
90.2,0.97,0.02,0.94,0.03,0.04
90.3,0.97,0.02,0.94,0.03,0.04
90.4,0.97,0.02,0.94,0.03,0.04
90.5,0.97,0.02,0.94,0.03,0.04
90.6,0.97,0.02,0.94,0.03,0.04
90.7,0.97,0.02,0.94,0.03,0.04
90.8,0.97,0.02,0.94,0.03,0.04
90.9,0.97,0.02,0.94,0.03,0.04
91.0,0.97,0.02,0.94,0.03,0.04
91.1,0.97,0.02,0.94,0.03,0.04
91.2,0.97,0.02,0.94,0.03,0.04
91.3,0.97,0.02,0.94,0.03,0.04
91.4,0.97,0.02,0.94,0.03,0.04
91.5,0.97,0.02,0.94,0.03,0.04
91.6,0.97,0.02,0.94,0.03,0.04
91.7,0.97,0.02,0.94,0.03,0.04
91.8,0.97,0.02,0.94,0.03,0.03
91.9,0.97,0.02,0.94,0.03,0.03
92.0,0.97,0.02,0.94,0.03,0.03
92.1,0.97,0.02,0.94,0.03,0.03
92.2,0.97,0.02,0.94,0.03,0.03
92.3,0.97,0.02,0.94,0.03,0.03
92.4,0.97,0.02,0.94,0.03,0.03
92.5,0.97,0.02,0.94,0.03,0.03
92.6,0.97,0.02,0.94,0.03,0.03
92.7,0.97,0.02,0.94,0.03,0.03
92.8,0.97,0.02,0.94,0.03,0.03
92.9,0.97,0.02,0.94,0.03,0.03
93.0,0.97,0.02,0.94,0.03,0.03
93.1,0.97,0.02,0.94,0.03,0.03
93.2,0.97,0.02,0.94,0.03,0.03
93.3,0.97,0.02,0.94,0.03,0.03
93.4,0.97,0.02,0.94,0.03,0.03
93.5,0.97,0.02,0.94,0.03,0.03
93.6,0.97,0.02,0.94,0.03,0.03
93.7,0.97,0.02,0.94,0.03,0.03
93.8,0.97,0.01,0.94,0.03,0.03
93.9,0.97,0.01,0.94,0.03,0.03
94.0,0.97,0.01,0.94,0.03,0.03
94.1,0.97,0.01,0.94,0.03,0.03
94.2,0.97,0.01,0.94,0.03,0.03
94.3,0.97,0.01,0.94,0.03,0.03
94.4,0.97,0.01,0.94,0.03,0.03
94.5,0.97,0.01,0.94,0.03,0.03
94.6,0.97,0.01,0.94,0.03,0.03
94.7,0.97,0.01,0.94,0.03,0.03
94.8,0.97,0.01,0.94,0.03,0.03
94.9,0.97,0.01,0.94,0.03,0.03
95.0,0.97,0.01,0.94,0.03,0.03
95.1,0.97,0.01,0.94,0.03,0.03
95.2,0.97,0.01,0.94,0.03,0.03
95.3,0.97,0.01,0.94,0.03,0.03
95.4,0.97,0.01,0.94,0.03,0.03
95.5,0.97,0.01,0.94,0.03,0.03
95.6,0.97,0.01,0.94,0.03,0.03
95.7,0.97,0.01,0.94,0.03,0.03
95.8,0.97,0.01,0.94,0.03,0.03
95.9,0.97,0.01,0.94,0.03,0.03
96.0,0.97,0.01,0.94,0.03,0.03
96.1,0.97,0.01,0.94,0.03,0.03
96.2,0.97,0.01,0.94,0.03,0.03
96.3,0.97,0.01,0.94,0.03,0.03
96.4,0.97,0.01,0.94,0.03,0.03
96.5,0.97,0.01,0.94,0.03,0.03
96.6,0.97,0.01,0.94,0.03,0.03
96.7,0.97,0.01,0.94,0.03,0.03
96.8,0.97,0.01,0.95,0.03,0.03
96.9,0.97,0.01,0.95,0.03,0.03
97.0,0.97,0.01,0.95,0.03,0.03
97.1,0.97,0.01,0.95,0.03,0.03
97.2,0.97,0.01,0.95,0.03,0.03
97.3,0.97,0.01,0.95,0.03,0.03
97.4,0.97,0.01,0.95,0.03,0.03
97.5,0.97,0.01,0.95,0.03,0.03
97.6,0.97,0.01,0.95,0.03,0.03
97.7,0.97,0.01,0.95,0.03,0.03
97.8,0.97,0.01,0.95,0.03,0.03
97.9,0.97,0.01,0.95,0.03,0.03
98.0,0.97,0.01,0.95,0.03,0.03
98.1,0.97,0.01,0.95,0.03,0.03
98.2,0.97,0.01,0.95,0.03,0.03
98.3,0.97,0.01,0.95,0.03,0.03
98.4,0.97,0.01,0.95,0.03,0.03
98.5,0.97,0.01,0.95,0.03,0.03
98.6,0.97,0.01,0.95,0.03,0.03
98.7,0.97,0.01,0.95,0.03,0.03
98.8,0.97,0.01,0.95,0.03,0.03
98.9,0.97,0.01,0.95,0.03,0.03
99.0,0.97,0.01,0.95,0.02,0.03
99.1,0.97,0.01,0.95,0.02,0.03
99.2,0.97,0.01,0.95,0.02,0.03
99.3,0.97,0.01,0.95,0.02,0.03
99.4,0.97,0.01,0.95,0.02,0.03
99.5,0.97,0.01,0.95,0.02,0.03
99.6,0.97,0.01,0.95,0.02,0.03
99.7,0.97,0.01,0.95,0.02,0.03
99.8,0.97,0.01,0.95,0.02,0.03
99.9,0.97,0.01,0.95,0.02,0.03
100.0,0.97,0.01,0.95,0.02,0.03
